qtr,area_title,own_title,total_qtrly_wages
2,"Wrangell City and Borough, Alaska",Local Government,0
1,"Wrangell City and Borough, Alaska",Private,0
2,"Wrangell City and Borough, Alaska",Private,0
1,"Yakutat City and Borough, Alaska",Local Government,0
2,"Yakutat City and Borough, Alaska",Local Government,0
1,"Yakutat City and Borough, Alaska",Private,497618
2,"Yakutat City and Borough, Alaska",Private,571449
1,"Yukon-Koyukuk Census Area, Alaska",State Government,0
2,"Yukon-Koyukuk Census Area, Alaska",State Government,0
1,"Yukon-Koyukuk Census Area, Alaska",Local Government,7137966
2,"Yukon-Koyukuk Census Area, Alaska",Local Government,7572469
1,"Yukon-Koyukuk Census Area, Alaska",Private,2206216
2,"Yukon-Koyukuk Census Area, Alaska",Private,2339771
1,"Unknown Or Undefined, Alaska",Federal Government,80634
2,"Unknown Or Undefined, Alaska",Federal Government,91795
1,"Unknown Or Undefined, Alaska",State Government,0
2,"Unknown Or Undefined, Alaska",State Government,0
1,"Unknown Or Undefined, Alaska",Private,1369105
2,"Unknown Or Undefined, Alaska",Private,1308620
1,Arizona -- Statewide,Federal Government,188408773
2,Arizona -- Statewide,Federal Government,216133690
1,Arizona -- Statewide,State Government,614389909
2,Arizona -- Statewide,State Government,527871672
1,Arizona -- Statewide,Local Government,1504629003
2,Arizona -- Statewide,Local Government,1778558578
1,Arizona -- Statewide,Private,5839288793
2,Arizona -- Statewide,Private,5818733511
1,"Apache County, Arizona",Local Government,24239004
2,"Apache County, Arizona",Local Government,30825726
1,"Apache County, Arizona",Private,31794761
2,"Apache County, Arizona",Private,35624093
1,"Cochise County, Arizona",Federal Government,5945683
2,"Cochise County, Arizona",Federal Government,5555255
1,"Cochise County, Arizona",State Government,0
2,"Cochise County, Arizona",State Government,0
1,"Cochise County, Arizona",Local Government,26186375
2,"Cochise County, Arizona",Local Government,32362980
1,"Cochise County, Arizona",Private,57218072
2,"Cochise County, Arizona",Private,55958012
1,"Coconino County, Arizona",State Government,0
2,"Coconino County, Arizona",State Government,0
1,"Coconino County, Arizona",Local Government,47589502
2,"Coconino County, Arizona",Local Government,56197590
1,"Coconino County, Arizona",Private,131013059
2,"Coconino County, Arizona",Private,124490081
1,"Gila County, Arizona",Federal Government,125426
2,"Gila County, Arizona",Federal Government,122383
1,"Gila County, Arizona",State Government,0
2,"Gila County, Arizona",State Government,0
1,"Gila County, Arizona",Local Government,19764588
2,"Gila County, Arizona",Local Government,23094762
1,"Gila County, Arizona",Private,16980637
2,"Gila County, Arizona",Private,16544771
1,"Graham County, Arizona",Federal Government,128214
2,"Graham County, Arizona",Federal Government,138689
1,"Graham County, Arizona",Local Government,15235089
2,"Graham County, Arizona",Local Government,18396343
1,"Graham County, Arizona",Private,11494531
2,"Graham County, Arizona",Private,12809632
1,"Greenlee County, Arizona",Local Government,0
2,"Greenlee County, Arizona",Local Government,0
1,"Greenlee County, Arizona",Private,0
2,"Greenlee County, Arizona",Private,0
1,"La Paz County, Arizona",Federal Government,3482298
2,"La Paz County, Arizona",Federal Government,4403237
1,"La Paz County, Arizona",Local Government,3219564
2,"La Paz County, Arizona",Local Government,4479350
1,"La Paz County, Arizona",Private,4211548
2,"La Paz County, Arizona",Private,4183325
1,"Maricopa County, Arizona",Federal Government,98247533
2,"Maricopa County, Arizona",Federal Government,112924473
1,"Maricopa County, Arizona",State Government,0
2,"Maricopa County, Arizona",State Government,0
1,"Maricopa County, Arizona",Local Government,934610003
2,"Maricopa County, Arizona",Local Government,1102949032
1,"Maricopa County, Arizona",Private,4304870160
2,"Maricopa County, Arizona",Private,4258084056
1,"Mohave County, Arizona",Federal Government,1595372
2,"Mohave County, Arizona",Federal Government,1959222
1,"Mohave County, Arizona",State Government,0
2,"Mohave County, Arizona",State Government,0
1,"Mohave County, Arizona",Local Government,25933289
2,"Mohave County, Arizona",Local Government,30010585
1,"Mohave County, Arizona",Private,112891355
2,"Mohave County, Arizona",Private,119379634
1,"Navajo County, Arizona",Federal Government,480423
2,"Navajo County, Arizona",Federal Government,579477
1,"Navajo County, Arizona",State Government,0
2,"Navajo County, Arizona",State Government,0
1,"Navajo County, Arizona",Local Government,32305893
2,"Navajo County, Arizona",Local Government,40374275
1,"Navajo County, Arizona",Private,53049277
2,"Navajo County, Arizona",Private,55614859
1,"Pima County, Arizona",Federal Government,57333936
2,"Pima County, Arizona",Federal Government,65731905
1,"Pima County, Arizona",State Government,0
2,"Pima County, Arizona",State Government,0
1,"Pima County, Arizona",Local Government,206818953
2,"Pima County, Arizona",Local Government,215502594
1,"Pima County, Arizona",Private,766308210
2,"Pima County, Arizona",Private,781342218
1,"Pinal County, Arizona",Federal Government,851988
2,"Pinal County, Arizona",Federal Government,966268
1,"Pinal County, Arizona",State Government,0
2,"Pinal County, Arizona",State Government,0
1,"Pinal County, Arizona",Local Government,76784364
2,"Pinal County, Arizona",Local Government,102988534
1,"Pinal County, Arizona",Private,71061048
2,"Pinal County, Arizona",Private,69618795
1,"Santa Cruz County, Arizona",State Government,0
2,"Santa Cruz County, Arizona",State Government,0
1,"Santa Cruz County, Arizona",Local Government,10780272
2,"Santa Cruz County, Arizona",Local Government,16452587
1,"Santa Cruz County, Arizona",Private,9919034
2,"Santa Cruz County, Arizona",Private,9148695
1,"Yavapai County, Arizona",Federal Government,19054620
2,"Yavapai County, Arizona",Federal Government,22423144
1,"Yavapai County, Arizona",State Government,0
2,"Yavapai County, Arizona",State Government,1486146
1,"Yavapai County, Arizona",Local Government,35389174
2,"Yavapai County, Arizona",Local Government,42608554
1,"Yavapai County, Arizona",Private,139443102
2,"Yavapai County, Arizona",Private,137828894
1,"Yuma County, Arizona",Federal Government,1024346
2,"Yuma County, Arizona",Federal Government,1192966
1,"Yuma County, Arizona",State Government,0
2,"Yuma County, Arizona",State Government,0
1,"Yuma County, Arizona",Local Government,43330817
2,"Yuma County, Arizona",Local Government,58089028
1,"Yuma County, Arizona",Private,98166254
2,"Yuma County, Arizona",Private,107364750
1,"Unknown Or Undefined, Arizona",Federal Government,138934
2,"Unknown Or Undefined, Arizona",Federal Government,136671
1,"Unknown Or Undefined, Arizona",State Government,0
2,"Unknown Or Undefined, Arizona",State Government,0
1,"Unknown Or Undefined, Arizona",Local Government,0
2,"Unknown Or Undefined, Arizona",Local Government,0
1,"Unknown Or Undefined, Arizona",Private,0
2,"Unknown Or Undefined, Arizona",Private,0
1,Arkansas -- Statewide,Federal Government,104630831
2,Arkansas -- Statewide,Federal Government,122723393
1,Arkansas -- Statewide,State Government,547270811
2,Arkansas -- Statewide,State Government,534493823
1,Arkansas -- Statewide,Local Government,713155799
2,Arkansas -- Statewide,Local Government,948076253
1,Arkansas -- Statewide,Private,1971084880
2,Arkansas -- Statewide,Private,2024443509
1,"Arkansas County, Arkansas",State Government,759296
2,"Arkansas County, Arkansas",State Government,750644
1,"Arkansas County, Arkansas",Local Government,3760303
2,"Arkansas County, Arkansas",Local Government,4261708
1,"Arkansas County, Arkansas",Private,9507644
2,"Arkansas County, Arkansas",Private,9383361
1,"Ashley County, Arkansas",State Government,0
2,"Ashley County, Arkansas",State Government,0
1,"Ashley County, Arkansas",Local Government,4561696
2,"Ashley County, Arkansas",Local Government,5992433
1,"Ashley County, Arkansas",Private,9167327
2,"Ashley County, Arkansas",Private,8122531
1,"Baxter County, Arkansas",Federal Government,143762
2,"Baxter County, Arkansas",Federal Government,196937
1,"Baxter County, Arkansas",State Government,0
2,"Baxter County, Arkansas",State Government,0
1,"Baxter County, Arkansas",Local Government,6364198
2,"Baxter County, Arkansas",Local Government,8719924
1,"Baxter County, Arkansas",Private,40808715
2,"Baxter County, Arkansas",Private,40009041
1,"Benton County, Arkansas",State Government,0
2,"Benton County, Arkansas",State Government,0
1,"Benton County, Arkansas",Local Government,61165120
2,"Benton County, Arkansas",Local Government,83841919
1,"Benton County, Arkansas",Private,122746587
2,"Benton County, Arkansas",Private,123321876
1,"Boone County, Arkansas",State Government,0
2,"Boone County, Arkansas",State Government,0
1,"Boone County, Arkansas",Local Government,17473940
2,"Boone County, Arkansas",Local Government,23011468
1,"Boone County, Arkansas",Private,12850189
2,"Boone County, Arkansas",Private,13461816
1,"Bradley County, Arkansas",State Government,0
2,"Bradley County, Arkansas",State Government,0
1,"Bradley County, Arkansas",Local Government,0
2,"Bradley County, Arkansas",Local Government,0
1,"Bradley County, Arkansas",Private,6233699
2,"Bradley County, Arkansas",Private,6840044
1,"Calhoun County, Arkansas",State Government,0
2,"Calhoun County, Arkansas",State Government,0
1,"Calhoun County, Arkansas",Local Government,0
2,"Calhoun County, Arkansas",Local Government,0
1,"Calhoun County, Arkansas",Private,685872
2,"Calhoun County, Arkansas",Private,648223
1,"Carroll County, Arkansas",State Government,0
2,"Carroll County, Arkansas",State Government,0
1,"Carroll County, Arkansas",Local Government,5444476
2,"Carroll County, Arkansas",Local Government,6990931
1,"Carroll County, Arkansas",Private,9239529
2,"Carroll County, Arkansas",Private,9368363
1,"Chicot County, Arkansas",State Government,0
2,"Chicot County, Arkansas",State Government,0
1,"Chicot County, Arkansas",Local Government,4104967
2,"Chicot County, Arkansas",Local Government,4912700
1,"Chicot County, Arkansas",Private,4426094
2,"Chicot County, Arkansas",Private,4675600
1,"Clark County, Arkansas",State Government,0
2,"Clark County, Arkansas",State Government,8113672
1,"Clark County, Arkansas",Local Government,5547609
2,"Clark County, Arkansas",Local Government,6934582
1,"Clark County, Arkansas",Private,13361939
2,"Clark County, Arkansas",Private,14239866
1,"Clay County, Arkansas",State Government,0
2,"Clay County, Arkansas",State Government,0
1,"Clay County, Arkansas",Local Government,4704007
2,"Clay County, Arkansas",Local Government,5664128
1,"Clay County, Arkansas",Private,3885724
2,"Clay County, Arkansas",Private,3492151
1,"Cleburne County, Arkansas",State Government,0
2,"Cleburne County, Arkansas",State Government,0
1,"Cleburne County, Arkansas",Local Government,4368369
2,"Cleburne County, Arkansas",Local Government,6681878
1,"Cleburne County, Arkansas",Private,6486710
2,"Cleburne County, Arkansas",Private,15848508
1,"Cleveland County, Arkansas",State Government,0
2,"Cleveland County, Arkansas",State Government,0
1,"Cleveland County, Arkansas",Local Government,1934783
2,"Cleveland County, Arkansas",Local Government,2207149
1,"Cleveland County, Arkansas",Private,826197
2,"Cleveland County, Arkansas",Private,688517
1,"Columbia County, Arkansas",State Government,0
2,"Columbia County, Arkansas",State Government,0
1,"Columbia County, Arkansas",Local Government,7748463
2,"Columbia County, Arkansas",Local Government,8660482
1,"Columbia County, Arkansas",Private,6096815
2,"Columbia County, Arkansas",Private,5901301
1,"Conway County, Arkansas",State Government,0
2,"Conway County, Arkansas",State Government,0
1,"Conway County, Arkansas",Local Government,7781326
2,"Conway County, Arkansas",Local Government,9966915
1,"Conway County, Arkansas",Private,7735684
2,"Conway County, Arkansas",Private,7253494
1,"Craighead County, Arkansas",State Government,30253163
2,"Craighead County, Arkansas",State Government,27865309
1,"Craighead County, Arkansas",Local Government,26210023
2,"Craighead County, Arkansas",Local Government,34947001
1,"Craighead County, Arkansas",Private,140434298
2,"Craighead County, Arkansas",Private,133819171
1,"Crawford County, Arkansas",State Government,0
2,"Crawford County, Arkansas",State Government,0
1,"Crawford County, Arkansas",Local Government,14364290
2,"Crawford County, Arkansas",Local Government,18642934
1,"Crawford County, Arkansas",Private,13573354
2,"Crawford County, Arkansas",Private,14170393
1,"Crittenden County, Arkansas",State Government,2643005
2,"Crittenden County, Arkansas",State Government,2379122
1,"Crittenden County, Arkansas",Local Government,12535346
2,"Crittenden County, Arkansas",Local Government,17096450
1,"Crittenden County, Arkansas",Private,17704918
2,"Crittenden County, Arkansas",Private,18034807
1,"Cross County, Arkansas",State Government,0
2,"Cross County, Arkansas",State Government,0
1,"Cross County, Arkansas",Local Government,0
2,"Cross County, Arkansas",Local Government,0
1,"Cross County, Arkansas",Private,8254819
2,"Cross County, Arkansas",Private,7932635
1,"Dallas County, Arkansas",State Government,0
2,"Dallas County, Arkansas",State Government,0
1,"Dallas County, Arkansas",Local Government,0
2,"Dallas County, Arkansas",Local Government,0
1,"Dallas County, Arkansas",Private,6258902
2,"Dallas County, Arkansas",Private,6569520
1,"Desha County, Arkansas",State Government,759639
